sector,age,gender,origin_region,italian_region,years_in_italy,italian_language_level,weekly_work_hours,knows_stp_rights,has_used_stp,er_only_healthcare,workplace_injury_12m,unmet_healthcare_need,fear_of_deportation
Construction,18,Male,Sub-Saharan Africa,Toscana,1.3,Basic,53,0,0,1,0,1,1
Agriculture,35,Male,South Asia,Puglia,2.8,None,64,0,0,1,0,1,1
Hospitality,24,Male,Sub-Saharan Africa,Lazio,12.7,Basic,66,1,0,0,0,0,1
Hospitality,22,Male,North Africa,Puglia,0.8,None,46,0,0,0,0,1,1
Hospitality,18,Female,North Africa,Lazio,5.1,Basic,51,0,0,1,0,1,1
Agriculture,18,Male,North Africa,Calabria,3.8,Basic,71,0,0,1,0,1,1
Construction,21,Male,Sub-Saharan Africa,Lazio,4.6,Basic,58,0,0,1,0,0,0
Logistics,26,Female,South Asia,Puglia,1.7,Basic,63,0,0,1,0,1,1
Hospitality,47,Male,Eastern Europe,Lombardia,1.5,Basic,46,0,0,1,0,1,1
Hospitality,27,Male,Sub-Saharan Africa,Toscana,4.6,Intermediate,51,1,0,1,0,0,1
Domestic Work,33,Female,Sub-Saharan Africa,Veneto,1.0,Intermediate,46,1,0,0,0,0,1
Logistics,35,Female,Southeast Asia,Veneto,2.2,None,51,0,0,1,0,1,1
Construction,33,Male,Eastern Europe,Lazio,0.8,None,41,1,1,0,0,0,1
Agriculture,31,Female,Southeast Asia,Toscana,0.5,Intermediate,55,0,0,1,0,0,1
Logistics,22,Male,North Africa,Lombardia,14.0,None,68,0,0,1,0,1,1
Hospitality,43,Male,South Asia,Veneto,2.3,None,55,0,0,1,0,1,0
Hospitality,46,Male,Eastern Europe,Lazio,13.9,None,65,0,0,1,0,1,0
Agriculture,18,Male,Sub-Saharan Africa,Puglia,0.6,Basic,61,0,0,1,0,0,0
Construction,23,Male,North Africa,Lombardia,3.5,Intermediate,48,0,0,1,0,1,0
Agriculture,29,Male,South Asia,Lombardia,0.9,Fluent,70,0,0,0,1,0,0
Gig Economy,24,Male,Latin America,Lazio,6.2,Fluent,51,0,0,1,1,1,1
Hospitality,36,Female,South Asia,Campania,6.1,Intermediate,62,0,0,1,0,0,1
Domestic Work,26,Male,Southeast Asia,Lazio,0.5,None,39,0,0,1,0,1,1
Construction,49,Male,Southeast Asia,Veneto,9.7,Basic,63,0,0,1,0,0,0
Logistics,41,Male,North Africa,Sicilia,0.9,None,66,0,0,0,1,0,0
Domestic Work,33,Male,Eastern Europe,Toscana,3.8,None,50,0,0,1,0,1,1
Agriculture,40,Female,Eastern Europe,Emilia-Romagna,17.0,Basic,53,0,0,1,1,1,1
Gig Economy,40,Male,Latin America,Lombardia,8.6,Basic,49,0,0,1,0,0,0
Agriculture,27,Male,North Africa,Toscana,12.5,Basic,64,0,0,1,0,0,0
Construction,25,Male,Latin America,Lombardia,1.7,Basic,56,0,0,0,0,1,1
Agriculture,32,Female,North Africa,Piemonte,0.5,Intermediate,64,1,0,1,0,0,0
Hospitality,38,Male,Middle East,Lazio,0.8,Basic,63,0,0,1,0,1,1
Logistics,33,Male,North Africa,Campania,2.8,Fluent,52,0,0,0,1,0,1
Domestic Work,19,Male,North Africa,Campania,6.3,Intermediate,38,0,0,1,0,1,1
Hospitality,25,Male,Latin America,Sicilia,0.7,None,54,0,0,1,0,1,1
Logistics,31,Male,Latin America,Lombardia,4.3,Basic,55,0,0,1,0,1,1
Gig Economy,31,Female,North Africa,Veneto,1.6,None,56,0,0,1,0,1,1
Gig Economy,47,Female,South Asia,Lombardia,1.7,None,41,0,0,1,1,1,1
Agriculture,20,Female,North Africa,Toscana,4.3,Fluent,68,1,0,1,1,0,0
Domestic Work,36,Male,Middle East,Puglia,2.5,Fluent,58,0,0,1,0,1,1
Hospitality,43,Male,Latin America,Campania,6.7,None,55,1,0,1,0,1,1
Hospitality,50,Male,Latin America,Veneto,0.7,None,55,0,0,1,0,1,1
Hospitality,28,Female,South Asia,Puglia,6.2,Intermediate,48,1,0,1,0,0,1
Domestic Work,35,Male,North Africa,Veneto,0.5,None,43,1,0,0,0,1,1
Agriculture,36,Female,Eastern Europe,Veneto,0.9,None,56,0,0,1,0,1,1
Logistics,33,Male,Latin America,Emilia-Romagna,4.3,None,69,0,0,0,0,1,1
Construction,31,Male,South Asia,Toscana,7.7,Intermediate,54,1,1,1,0,1,0
Domestic Work,35,Male,Southeast Asia,Lombardia,1.2,None,37,0,0,1,0,1,1
Construction,18,Male,North Africa,Sicilia,1.6,Basic,57,1,1,1,0,1,0
Domestic Work,37,Female,Sub-Saharan Africa,Campania,3.1,None,54,0,0,0,0,1,1
Logistics,33,Female,Sub-Saharan Africa,Lombardia,1.0,Basic,57,0,0,1,0,1,0
Construction,30,Male,Sub-Saharan Africa,Piemonte,6.7,Fluent,66,0,0,1,1,1,1
Gig Economy,48,Male,North Africa,Campania,5.9,Basic,56,0,0,0,0,0,1
Construction,26,Female,South Asia,Lombardia,0.6,Intermediate,46,0,0,0,0,0,1
Agriculture,28,Female,South Asia,Emilia-Romagna,2.5,Intermediate,55,0,0,1,0,0,0
Construction,47,Male,Latin America,Sicilia,6.0,Fluent,56,0,0,0,1,1,1
Agriculture,25,Male,South Asia,Sicilia,1.6,Intermediate,46,0,0,1,0,1,1
Hospitality,27,Male,Sub-Saharan Africa,Puglia,4.0,Intermediate,57,0,0,1,0,0,0
Gig Economy,30,Male,North Africa,Sicilia,0.5,Intermediate,35,0,0,1,0,0,1
Domestic Work,38,Male,North Africa,Lombardia,3.8,None,56,0,0,1,0,1,1
Domestic Work,33,Male,Latin America,Campania,0.7,None,55,0,0,1,0,1,1
Hospitality,21,Male,North Africa,Piemonte,7.1,Fluent,59,1,0,0,0,0,0
Hospitality,27,Male,Latin America,Campania,1.8,Intermediate,49,0,0,1,1,1,1
Hospitality,27,Male,Eastern Europe,Emilia-Romagna,1.3,Fluent,56,0,0,1,0,0,1
Agriculture,31,Female,South Asia,Emilia-Romagna,7.4,Fluent,55,1,0,0,0,1,1
Construction,35,Female,South Asia,Campania,0.5,Intermediate,46,0,0,1,1,0,1
Hospitality,35,Male,North Africa,Puglia,2.0,Intermediate,52,1,0,0,0,1,0
Gig Economy,18,Female,Sub-Saharan Africa,Veneto,1.8,Intermediate,55,0,0,0,0,0,1
Construction,40,Female,Eastern Europe,Campania,1.3,Basic,55,1,0,0,0,1,1
Agriculture,34,Male,North Africa,Calabria,9.7,Fluent,71,0,0,0,1,0,1
Gig Economy,43,Male,Sub-Saharan Africa,Veneto,5.6,Intermediate,56,1,0,1,0,1,1
Gig Economy,35,Female,South Asia,Lombardia,0.5,Basic,55,0,0,1,0,1,1
Gig Economy,40,Female,Sub-Saharan Africa,Veneto,5.0,Intermediate,37,0,0,1,0,1,1
Logistics,35,Female,North Africa,Piemonte,3.0,Basic,55,0,0,1,1,0,1
Gig Economy,42,Female,North Africa,Piemonte,9.2,None,41,0,0,1,1,1,0
Agriculture,36,Male,North Africa,Piemonte,1.5,Fluent,58,0,0,1,0,1,1
Domestic Work,31,Male,South Asia,Toscana,3.4,Intermediate,42,0,0,0,0,1,1
Agriculture,50,Male,Eastern Europe,Lazio,2.8,None,56,1,0,0,0,1,1
Construction,39,Male,Southeast Asia,Sicilia,2.7,None,63,0,0,1,0,0,1
Hospitality,36,Male,Sub-Saharan Africa,Sicilia,2.4,Intermediate,58,0,0,1,0,1,0
Gig Economy,21,Female,North Africa,Lombardia,0.9,Basic,58,0,0,1,0,1,1
Hospitality,21,Male,Middle East,Lombardia,5.6,Intermediate,42,0,0,0,0,1,1
Hospitality,34,Female,Sub-Saharan Africa,Calabria,2.4,Basic,55,0,0,1,0,1,1
Agriculture,33,Male,North Africa,Sicilia,12.7,Intermediate,67,1,0,1,0,1,1
Domestic Work,27,Male,South Asia,Sicilia,1.2,Basic,60,0,0,1,0,1,1
Hospitality,33,Male,Eastern Europe,Sicilia,4.6,None,42,0,0,1,0,1,1
Gig Economy,44,Male,South Asia,Veneto,11.3,Fluent,47,1,1,0,0,0,1
Construction,37,Female,Middle East,Emilia-Romagna,4.4,None,63,0,0,1,0,1,1
Hospitality,22,Female,Eastern Europe,Veneto,8.2,Intermediate,53,0,0,1,0,1,1
Gig Economy,31,Female,Latin America,Lombardia,7.0,Intermediate,42,0,0,0,0,0,1
Agriculture,25,Male,Eastern Europe,Toscana,1.8,Basic,47,0,0,0,1,1,1
Agriculture,28,Male,North Africa,Veneto,3.7,Fluent,52,0,0,0,0,0,1
Hospitality,28,Male,North Africa,Emilia-Romagna,0.7,None,41,0,0,1,1,1,0
Logistics,28,Male,Southeast Asia,Veneto,3.1,Intermediate,58,1,0,1,0,1,1
Construction,21,Female,Middle East,Veneto,1.0,None,62,0,0,1,1,0,0
Gig Economy,30,Female,North Africa,Lombardia,5.4,None,39,0,0,1,0,1,1
Hospitality,27,Female,Middle East,Lazio,3.0,Basic,57,0,0,1,0,1,0
Construction,18,Male,North Africa,Lombardia,2.1,None,61,1,1,1,0,0,1
Hospitality,48,Female,North Africa,Lombardia,1.3,Intermediate,54,0,0,1,0,0,1
Agriculture,40,Male,North Africa,Calabria,20.0,Intermediate,47,0,0,0,1,0,0
Hospitality,28,Female,Sub-Saharan Africa,Lombardia,0.5,None,58,0,0,1,0,1,1
Domestic Work,32,Male,South Asia,Lazio,0.5,None,47,1,0,0,0,0,1
Logistics,22,Male,Sub-Saharan Africa,Emilia-Romagna,1.0,Basic,56,0,0,1,0,0,1
Logistics,45,Male,North Africa,Emilia-Romagna,14.2,Fluent,53,0,0,1,0,0,1
Hospitality,47,Female,Sub-Saharan Africa,Lombardia,15.5,Intermediate,55,1,1,1,0,1,0
Logistics,33,Male,North Africa,Piemonte,4.3,Intermediate,62,0,0,1,0,1,1
Domestic Work,40,Male,Middle East,Piemonte,8.5,Fluent,67,0,0,1,0,0,1
Domestic Work,33,Female,Sub-Saharan Africa,Lazio,1.0,Basic,48,1,1,0,0,0,1
Logistics,21,Male,North Africa,Lazio,14.3,Basic,70,1,1,1,0,1,0
Gig Economy,28,Male,South Asia,Puglia,0.6,Basic,52,0,0,0,0,1,1
Agriculture,33,Male,South Asia,Sicilia,0.5,Basic,59,1,1,1,0,1,1
Domestic Work,28,Male,Latin America,Toscana,0.5,Basic,49,0,0,0,1,1,0
Gig Economy,30,Female,North Africa,Lombardia,3.4,Intermediate,40,1,0,1,0,0,1
Logistics,31,Female,Latin America,Campania,6.1,Fluent,60,1,0,0,0,1,0
Gig Economy,31,Male,South Asia,Veneto,1.8,None,34,1,0,1,0,1,1
Agriculture,32,Female,North Africa,Lombardia,15.2,Fluent,53,0,0,1,0,1,0
Hospitality,23,Male,Sub-Saharan Africa,Campania,2.3,Basic,55,0,0,0,0,1,1
Agriculture,26,Male,Sub-Saharan Africa,Emilia-Romagna,0.7,Basic,69,0,0,1,0,0,1
Logistics,21,Male,South Asia,Lazio,2.5,None,69,0,0,1,0,1,1
Construction,39,Male,South Asia,Piemonte,4.5,Basic,53,0,0,1,0,0,1
Hospitality,18,Male,Sub-Saharan Africa,Sicilia,7.1,Fluent,56,0,0,1,0,1,1
Gig Economy,41,Female,South Asia,Lazio,2.5,Intermediate,57,0,0,1,0,1,1
Gig Economy,43,Female,Middle East,Sicilia,3.6,None,39,0,0,1,0,1,1
Agriculture,29,Male,Sub-Saharan Africa,Lombardia,1.2,Basic,63,0,0,1,1,1,1
Hospitality,18,Male,South Asia,Sicilia,4.2,None,48,0,0,1,0,1,1
Gig Economy,29,Female,Sub-Saharan Africa,Lombardia,17.1,Fluent,48,1,0,1,0,1,1
Gig Economy,31,Female,North Africa,Lombardia,0.5,Intermediate,46,0,0,1,0,0,1
Gig Economy,23,Female,South Asia,Emilia-Romagna,8.7,None,53,0,0,1,1,1,0
Agriculture,27,Male,Southeast Asia,Veneto,3.3,Fluent,64,1,0,0,0,1,1
Agriculture,44,Female,Middle East,Puglia,1.2,Intermediate,67,0,0,1,1,1,1
Construction,37,Male,Sub-Saharan Africa,Campania,12.4,Intermediate,57,0,0,1,0,0,1
Logistics,24,Male,North Africa,Lazio,2.6,Intermediate,59,0,0,1,0,1,0
Construction,19,Male,South Asia,Veneto,1.6,Basic,69,0,0,1,0,1,1
Gig Economy,29,Male,Eastern Europe,Campania,0.8,Basic,37,0,0,1,0,1,1
Hospitality,30,Male,North Africa,Lazio,1.1,Basic,68,0,0,0,0,1,1
Hospitality,35,Male,Sub-Saharan Africa,Toscana,7.2,Basic,52,0,0,1,0,0,1
Logistics,27,Male,Sub-Saharan Africa,Piemonte,3.8,Basic,62,0,0,1,0,1,1
Construction,36,Female,Eastern Europe,Sicilia,9.8,Basic,52,1,0,1,0,0,1
Agriculture,47,Male,North Africa,Calabria,1.1,Intermediate,54,0,0,1,0,1,1
Construction,38,Male,South Asia,Lazio,0.5,None,58,0,0,1,0,0,1
Gig Economy,31,Male,Eastern Europe,Toscana,0.5,None,58,0,0,1,1,0,0
Gig Economy,30,Female,North Africa,Campania,2.8,Intermediate,53,0,0,1,0,0,0
Hospitality,29,Male,Southeast Asia,Toscana,20.0,Intermediate,50,0,0,1,0,1,0
Logistics,41,Male,South Asia,Veneto,4.7,Intermediate,80,0,0,0,1,1,0
Gig Economy,26,Male,Latin America,Calabria,1.5,Fluent,59,0,0,1,0,0,1
Hospitality,32,Female,Eastern Europe,Toscana,8.4,Fluent,62,0,0,1,0,0,0
Hospitality,32,Female,South Asia,Puglia,6.1,Basic,52,0,0,1,1,1,1
Gig Economy,27,Male,Eastern Europe,Sicilia,0.5,None,44,0,0,0,0,1,1
Agriculture,21,Male,North Africa,Puglia,6.8,Fluent,57,0,0,0,0,0,0
Domestic Work,34,Female,Middle East,Piemonte,1.4,Basic,56,1,0,1,0,1,1
Domestic Work,31,Male,South Asia,Campania,0.6,None,40,0,0,1,0,1,0
Agriculture,36,Male,Eastern Europe,Lazio,1.0,None,51,0,0,1,0,1,1
Gig Economy,27,Male,Sub-Saharan Africa,Campania,2.5,None,54,0,0,1,0,1,1
Agriculture,41,Male,Middle East,Lombardia,2.2,Intermediate,62,0,0,1,0,0,1
Construction,24,Male,Sub-Saharan Africa,Veneto,1.4,Intermediate,48,0,0,1,1,1,1
Hospitality,45,Male,Middle East,Veneto,0.8,Intermediate,46,0,0,1,0,0,1
Gig Economy,18,Female,Southeast Asia,Veneto,5.7,Intermediate,61,1,1,0,0,1,0
Construction,35,Female,Sub-Saharan Africa,Calabria,18.5,Basic,57,0,0,1,0,1,1
Logistics,35,Male,Latin America,Puglia,6.0,None,47,0,0,1,1,0,1
Gig Economy,25,Female,Middle East,Lombardia,1.4,Fluent,39,0,0,1,0,1,1
Gig Economy,35,Male,Sub-Saharan Africa,Campania,1.1,Basic,47,0,0,1,1,0,1
Hospitality,42,Male,North Africa,Campania,1.0,Basic,60,0,0,1,0,1,1
Logistics,18,Male,North Africa,Campania,0.6,Intermediate,62,0,0,1,0,1,1
Logistics,36,Female,Sub-Saharan Africa,Piemonte,3.2,Intermediate,67,0,0,0,0,0,0
Hospitality,18,Female,South Asia,Veneto,3.7,Basic,43,0,0,1,0,1,1
Hospitality,24,Female,Sub-Saharan Africa,Emilia-Romagna,4.9,Fluent,56,0,0,0,0,1,1
Construction,45,Female,Sub-Saharan Africa,Sicilia,4.6,Fluent,66,1,0,1,1,1,1
Logistics,27,Female,North Africa,Piemonte,1.4,None,68,0,0,1,0,1,1
Gig Economy,22,Female,South Asia,Lombardia,1.6,Intermediate,52,0,0,1,1,0,1
Logistics,30,Female,Southeast Asia,Toscana,4.6,Basic,76,1,1,0,0,1,0
Domestic Work,48,Female,Eastern Europe,Campania,1.7,Basic,52,0,0,1,1,1,1
Logistics,18,Male,South Asia,Lazio,1.0,Intermediate,66,0,0,1,0,1,1
Gig Economy,23,Male,Eastern Europe,Lombardia,1.9,Fluent,50,0,0,1,1,0,1
Domestic Work,43,Male,Eastern Europe,Veneto,1.3,None,41,0,0,0,0,1,1
Construction,46,Male,Middle East,Campania,0.5,None,47,0,0,0,1,1,1
Hospitality,31,Male,South Asia,Lazio,7.1,Basic,56,0,0,1,0,1,1
Construction,22,Male,Sub-Saharan Africa,Toscana,7.7,Intermediate,53,1,1,0,0,0,0
Gig Economy,48,Female,Southeast Asia,Piemonte,1.0,None,35,0,0,1,0,1,1
Gig Economy,44,Male,Middle East,Lazio,0.5,None,41,0,0,0,0,1,1
Hospitality,37,Male,Eastern Europe,Lombardia,5.4,None,52,0,0,1,0,1,1
Hospitality,25,Male,Latin America,Sicilia,1.0,Basic,60,0,0,0,1,1,1
Agriculture,31,Female,South Asia,Lombardia,2.0,None,59,0,0,1,0,1,0
Gig Economy,30,Male,North Africa,Puglia,0.5,Basic,49,0,0,1,0,1,1
Gig Economy,34,Male,Sub-Saharan Africa,Emilia-Romagna,1.0,None,42,0,0,1,0,1,0
Agriculture,43,Female,Sub-Saharan Africa,Lazio,6.3,Basic,60,0,0,1,0,0,1
Construction,39,Male,Latin America,Lazio,6.5,Fluent,65,1,0,0,0,1,1
Hospitality,23,Male,South Asia,Lombardia,0.9,Basic,56,0,0,1,1,0,1
Agriculture,43,Male,North Africa,Lazio,1.6,None,47,0,0,0,0,1,1
Hospitality,34,Male,Middle East,Lombardia,0.6,None,44,0,0,1,0,1,1
Construction,37,Female,Sub-Saharan Africa,Emilia-Romagna,0.5,Basic,59,0,0,1,0,0,1
Agriculture,43,Male,Middle East,Lombardia,19.4,Intermediate,58,1,0,1,0,0,1
Domestic Work,23,Male,Middle East,Veneto,4.3,Intermediate,47,1,0,1,0,1,1
Hospitality,31,Male,North Africa,Emilia-Romagna,3.1,Basic,50,0,0,1,0,1,1
Hospitality,27,Male,South Asia,Lazio,5.8,Basic,59,0,0,0,0,1,1
Logistics,19,Female,Sub-Saharan Africa,Lombardia,7.3,Intermediate,55,0,0,1,0,1,0
